name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Maruti Omni MPI STD BSIV,2015,70000,Petrol,Individual,Manual,First Owner,14.79,282236,130000
Chevrolet Beat LS,2010,60000,Petrol,Individual,Manual,Second Owner,10.96,282377,99000
Maruti Wagon R Stingray VXI,2013,74000,Petrol,Individual,Manual,Third Owner,11,282519,270000
Hyundai EON D Lite,2016,30000,Petrol,Individual,Manual,First Owner,15,282541,210000
Maruti Alto LXi,2012,80000,Petrol,Individual,Manual,Third Owner,10,282662,175000
Maruti Celerio VDi,2016,90000,Diesel,Individual,Manual,Third Owner,9.84,283161,240000
Maruti Alto Green LXi (CNG),2010,80251,CNG,Dealer,Manual,Second Owner,13.6,283469,88000
Mahindra Quanto C6,2012,89000,Diesel,Individual,Manual,Second Owner,9,283897,260000
Mahindra Xylo D2 BS IV,2011,110000,Diesel,Individual,Manual,Second Owner,13,283926,229999
Maruti Wagon R LX BS IV,2011,155000,Petrol,Individual,Manual,First Owner,9.52,284030,160000
Tata Indica Vista Aqua TDI BSIII,2011,70000,Diesel,Individual,Manual,First Owner,15,284553,120000
Maruti Swift VDI,2012,80000,Diesel,Individual,Manual,Third Owner,14,284874,190000
Tata Indigo LS,2010,102000,Diesel,Individual,Manual,Second Owner,12,284987,160000
Renault KWID RXL,2016,38000,Petrol,Individual,Manual,First Owner,13,285225,229999
Hyundai i10 Sportz 1.2,2011,43100,Petrol,Dealer,Manual,First Owner,9,285461,235000
Chevrolet Beat Diesel,2013,60000,Diesel,Individual,Manual,Second Owner,15,285676,165000
Hyundai i20 1.2 Sportz,2011,58000,Petrol,Dealer,Manual,Second Owner,14,286045,220000
Tata Indica Vista TDI LS,2011,120000,Diesel,Individual,Manual,Second Owner,13.74,286048,120000
Tata Nano Twist XE,2014,44416,Petrol,Dealer,Manual,First Owner,12,286114,140000
Tata Nano Lx,2011,15000,Petrol,Individual,Manual,First Owner,11,286126,75000
Fiat Linea 1.3 Emotion,2010,65000,Diesel,Dealer,Manual,First Owner,11,286420,221000
Hyundai Accent GLE CNG,2010,90000,CNG,Individual,Manual,Second Owner,12,286837,145000
Ford Figo Diesel EXI,2010,100000,Diesel,Individual,Manual,Third Owner,12,287223,130000
Nissan Micra Active XV S,2013,30000,Petrol,Individual,Manual,First Owner,10,287746,164000
Hyundai i10 Era 1.1 iTech SE,2011,46000,Petrol,Individual,Manual,First Owner,14,287771,235000
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,13.2,288120,92800
Volkswagen Polo Diesel Trendline 1.2L,2012,55000,Diesel,Individual,Manual,Second Owner,10,288208,265000
Tata Manza ELAN Quadrajet BS IV,2011,80000,Diesel,Individual,Manual,Third Owner,12,288942,180000
Tata Indigo CR4,2012,120000,Diesel,Individual,Manual,Second Owner,10,289860,200000
Hyundai i10 Era 1.1 iTech SE,2011,110000,Petrol,Individual,Manual,Second Owner,14,289953,147000
Maruti Swift VDI,2012,296823,Diesel,Individual,Manual,First Owner,14.04,290411,225000
Hyundai Santro Xing GLS,2014,50000,Petrol,Individual,Manual,Second Owner,10.17,290480,250000
Tata Indigo LS Dicor,2011,80000,Diesel,Individual,Manual,First Owner,15,292253,220000
Ford Classic 1.4 Duratorq LXI,2013,35000,Diesel,Individual,Manual,First Owner,10,292265,250000
Maruti Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,10.42,292739,148000
Tata Manza Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,12,292787,165000
Tata Nano Cx BSIV,2011,9528,Petrol,Dealer,Manual,First Owner,15,293136,75000
Tata New Safari DICOR 2.2 VX 4x2,2010,34500,Diesel,Individual,Manual,First Owner,10.87,293312,210000
Nissan Micra Diesel XV Premium,2013,13770,Diesel,Individual,Manual,First Owner,14,293334,210000
Tata Indica GLS BS IV,2010,110000,Petrol,Individual,Manual,Second Owner,15,294205,75000
Volkswagen Polo Diesel Trendline 1.2L,2011,90000,Diesel,Individual,Manual,Third Owner,14.52,294290,175000
Maruti SX4 Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,11,294322,225000
Hyundai i10 Magna,2012,49824,Petrol,Dealer,Manual,First Owner,14.8,294523,229999
Ford Figo Diesel Titanium,2011,90000,Diesel,Individual,Manual,Third Owner,11.54,294711,190000
Maruti SX4 Celebration Petrol,2012,90000,Petrol,Individual,Manual,Second Owner,15,294793,220000
Tata Nano LX SE,2013,25000,Petrol,Individual,Manual,First Owner,10.74,294979,72000
Tata Indica Vista Aqua 1.4 TDI,2011,54000,Diesel,Individual,Manual,First Owner,11.75,295390,90000
Maruti Swift VDI BSIV,2011,120000,Diesel,Individual,Manual,First Owner,11,295508,270000
Maruti Alto 800 Base,2014,40000,Petrol,Individual,Manual,First Owner,15,295522,175000
Maruti SX4 Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,13.78,295988,225000
Ford Figo Diesel ZXI,2011,149000,Diesel,Individual,Manual,Second Owner,12.9,296069,175000
Maruti Alto 800 LXI,2014,56207,Petrol,Dealer,Manual,Second Owner,9,296460,180000
Tata Indica Vista Quadrajet LX,2013,200000,Diesel,Individual,Manual,First Owner,12,296692,180000
Chevrolet Beat LT,2016,52000,Petrol,Dealer,Manual,First Owner,13,297336,245000
Tata Indica Vista Aura 1.3 Quadrajet BSIV,2010,80000,Diesel,Individual,Manual,Second Owner,9.45,297566,250000
Chevrolet Beat LT,2013,50000,Petrol,Individual,Manual,First Owner,13.85,298201,165000
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,12,298275,239000
Datsun RediGO T Option,2016,37500,Petrol,Individual,Manual,Second Owner,15,298382,229999
Chevrolet Sail 1.3 LS,2013,56000,Diesel,Dealer,Manual,First Owner,9.82,298653,290000
Hyundai EON Magna Plus,2014,73300,Petrol,Dealer,Manual,Second Owner,9,298765,240000
Tata Nano LX,2013,27974,Petrol,Individual,Manual,First Owner,10,298861,58000
Maruti Alto K10 LXI,2014,40000,Petrol,Individual,Manual,First Owner,14.84,298963,200999
Tata Nano Cx BSIII,2014,7000,Petrol,Individual,Manual,Second Owner,14,299070,45000
Chevrolet Beat Diesel LT,2012,60000,Diesel,Individual,Manual,First Owner,10,299251,150000
Nissan Sunny Diesel XL,2013,90000,Diesel,Individual,Manual,Second Owner,14,299371,220000
Tata Indigo LS,2012,70000,Diesel,Individual,Manual,Second Owner,14,299379,220000
Tata Indigo CR4,2013,100000,Diesel,Individual,Manual,First Owner,13,300046,220000
Chevrolet Sail 1.2 Base,2015,35000,,Individual,Manual,First Owner,,300235,260000
Honda Brio V MT,2012,42000,Petrol,Dealer,Manual,Second Owner,12,300392,249000
Chevrolet Beat LS,2011,60000,Petrol,Individual,Manual,Third Owner,14,300507,150000
Chevrolet Beat LS,2011,80000,Petrol,Individual,Manual,Second Owner,9,300829,225000
Fiat Linea Emotion,2010,100000,Petrol,Individual,Manual,First Owner,15,300949,170000
Maruti Wagon R LXI Minor,2010,100000,Petrol,Individual,Manual,Second Owner,13,301047,225000
Maruti Alto 800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,9.32,301100,245000
Maruti Alto 800 LXI,2015,15000,Petrol,Individual,Manual,Second Owner,9,301623,280000
Chevrolet Beat Diesel LT,2012,50000,Diesel,Individual,Manual,First Owner,10,301701,200000
Maruti Alto K10 VXI,2018,20000,Petrol,Individual,Manual,First Owner,13.91,301744,231999
Tata Indica GLS BS IV,2010,70000,Petrol,Individual,Manual,First Owner,13.05,301804,99000
Hyundai Santro Xing GLS,2010,50000,Petrol,Individual,Manual,Second Owner,12.45,302002,170000
Maruti Swift Dzire LXI Option,2014,60000,Petrol,Individual,Manual,Second Owner,14,302192,150000
Fiat Linea T Jet Emotion,2010,90000,Petrol,Individual,Manual,Second Owner,13,302338,215000
Mahindra Quanto C6,2014,1,Diesel,Individual,Manual,Second Owner,14.51,302527,250000
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Third Owner,11.4,303045,170000
Hyundai EON Era Plus,2014,70000,Petrol,Individual,Manual,Third Owner,15,303460,210000
Maruti 800 AC,2014,75000,Petrol,Individual,Manual,Second Owner,12.52,303483,195000
Fiat Punto 1.2 Active,2010,50000,Petrol,Individual,Manual,Second Owner,14,303689,80000
Maruti Alto LXi,2011,40000,Petrol,Individual,Manual,Second Owner,13,303905,150000
Tata Nano Std,2011,19000,Petrol,Individual,Manual,First Owner,13,304033,40000
Maruti Swift Dzire VDI,2014,40000,Diesel,Individual,Manual,Third Owner,12,304681,185000
Hyundai Getz 1.3 GLS,2010,105546,Petrol,Individual,Manual,First Owner,11.64,304797,150000
Maruti Ritz VDi,2012,90000,Diesel,Individual,Manual,Second Owner,14,304829,225000
Maruti Omni 8 Seater BSII,2015,70000,Petrol,Dealer,Manual,First Owner,14.42,305393,238000
Maruti SX4 Celebration Diesel,2012,80000,Diesel,Individual,Manual,Second Owner,9,305524,285000
Hyundai EON 1.0 Kappa Magna Plus,2015,70000,Petrol,Individual,Manual,First Owner,14,305766,160000
Maruti Omni E MPI STD BS IV,2017,34000,Petrol,Dealer,Manual,First Owner,15,306115,215000
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,15,306161,239000
Tata Manza Club Class Quadrajet90 LS,2014,100000,Diesel,Individual,Manual,First Owner,15,306221,200000
Chevrolet Beat Diesel LS,2012,85000,Diesel,Individual,Manual,First Owner,9,306534,200000
Hyundai i20 Magna,2010,40000,Petrol,Individual,Manual,First Owner,10,306678,250000
Hyundai i10 Sportz AT,2011,134444,Petrol,Individual,Automatic,Second Owner,10,306872,180000
Tata Manza Aura Safire BS IV,2013,60000,Petrol,Individual,Manual,First Owner,9.43,308402,200000
Tata Indigo TDI,2012,35000,Diesel,Individual,Manual,First Owner,9.58,308464,200000
Skoda Rapid 1.6 TDI Elegance,2012,120000,Diesel,Individual,Manual,Second Owner,10.69,308535,275000
Tata Bolt Quadrajet XE,2016,120000,Diesel,Individual,Manual,First Owner,9,308776,250000
Maruti Wagon R VXI BS IV with ABS,2015,100000,Petrol,Individual,Manual,Third Owner,15,308922,229999
Ford Fiesta Diesel Trend,2012,91245,Diesel,Dealer,Manual,First Owner,9.81,308968,200000
Maruti Omni MPI STD BSIV,2018,10000,Petrol,Individual,Manual,First Owner,12.31,309069,200000
Ford Figo Diesel EXI,2011,90000,Diesel,Individual,Manual,Third Owner,14.31,309161,140000
Tata Indica Vista TDI LS,2011,43128,Diesel,Dealer,Manual,First Owner,14.67,309168,211000
Hyundai i10 Sportz 1.2,2011,43100,Petrol,Dealer,Manual,First Owner,14.97,309206,235000
Ford Figo Diesel Titanium,2011,100000,Diesel,Individual,Manual,Second Owner,12.35,309258,150000
Chevrolet Enjoy 1.3 TCDi LS 8,2015,175000,Diesel,Individual,Manual,First Owner,10.28,309331,300000
Hyundai Accent Executive,2012,100000,Petrol,Individual,Manual,Third Owner,9,309448,180000
Renault KWID RXT,2016,70000,Petrol,Individual,Manual,Second Owner,10,310229,240000
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,14.5,310235,160000
Maruti Wagon R LX Minor,2013,70000,Petrol,Individual,Manual,Second Owner,9.43,310353,250000
Renault KWID 1.0 RXL,2017,43000,Petrol,Individual,Manual,Second Owner,15,310453,250000
Maruti Wagon R LXI,2020,120000,Petrol,Individual,Manual,First Owner,11,310524,240000
Hyundai i10 Sportz 1.1L,2015,40000,Petrol,Individual,Manual,First Owner,12,310539,229999
Tata Indica Vista TDI LS,2013,180000,Diesel,Individual,Manual,Third Owner,14.49,310827,150000
Honda Brio E MT,2013,70000,Petrol,Individual,Manual,Second Owner,9,311898,260000
Tata Nano LX SE,2012,35000,Petrol,Individual,Manual,Third Owner,14,311903,35000
Hyundai Accent GLX,2010,110000,Petrol,Individual,Manual,Second Owner,11.46,312012,145000
Tata Indigo CS LX (TDI) BS-III,2015,68745,Diesel,Dealer,Manual,First Owner,12,312554,225000
Hyundai i10 Magna 1.1L,2014,60000,Petrol,Individual,Manual,Fourth & Above Owner,9.06,312887,229999
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,10,312934,160000
Tata Indigo CR4,2012,158000,Diesel,Individual,Manual,Third Owner,13.82,312989,135000
Hyundai EON 1.0 Era Plus,2012,48000,Petrol,Dealer,Manual,First Owner,10.43,313118,225000
Toyota Etios Liva G,2013,50000,Petrol,Individual,Manual,Second Owner,15,313207,229999
Tata Manza Aura (ABS) Quadrajet BS IV,2010,150000,Diesel,Individual,Manual,Second Owner,11.05,313370,200000
Tata Indigo CS eLX BS IV,2013,50300,Diesel,Individual,Manual,First Owner,13.11,313501,175000
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,90000,Diesel,Individual,Manual,Third Owner,9.86,313686,295000
Tata Indica Vista Terra 1.4 TDI,2011,80000,Diesel,Individual,Manual,First Owner,12,313802,90000
Maruti Ritz VDi,2012,120000,Diesel,Individual,Manual,Second Owner,11.96,314007,220000
Maruti Swift Vdi BSIII,2010,120000,Diesel,Individual,Manual,Second Owner,12.47,314061,229999
Mahindra Ingenio CRDe,2015,210000,Diesel,Individual,Manual,First Owner,11,314067,210000
Hyundai EON Magna Plus,2012,14987,Petrol,Dealer,Manual,First Owner,15,314140,245000
Maruti Alto LXi,2012,60000,Petrol,Individual,Manual,Second Owner,12,314335,180000
Maruti Wagon R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,11,314523,300000
Honda City 1.5 S MT,2010,90000,Petrol,Individual,Manual,Second Owner,14,314799,254999
Tata Nano CX,2014,40000,Petrol,Individual,Manual,First Owner,15,314856,55000
Chevrolet Beat LT Option,2015,60000,Petrol,Individual,Manual,First Owner,13.37,315365,240000
Hyundai Santro Xing GL Plus,2012,50000,Petrol,Individual,Manual,Second Owner,12,316125,170000
Maruti Alto LX,2012,70000,Petrol,Individual,Manual,Second Owner,13.12,316225,140000
Chevrolet Beat Diesel LS,2011,70000,Diesel,Individual,Manual,First Owner,15,316393,95000
Tata Nano Lx BSIV,2012,35000,Petrol,Individual,Manual,Second Owner,15,316613,45000
Maruti Wagon R LXI BS IV,2011,50000,Petrol,Individual,Manual,First Owner,9.16,316621,250000
Hyundai EON Era Plus,2014,30000,Petrol,Individual,Manual,First Owner,14,316671,225000
Maruti Wagon R VXI BS IV,2012,60000,Petrol,Individual,Manual,Second Owner,9.29,316896,275000
Chevrolet Aveo 1.4 LS,2010,74510,Petrol,Dealer,Manual,First Owner,15,317127,200000
Maruti Omni E MPI STD BS IV,2014,60516,Petrol,Individual,Manual,First Owner,12,317135,250000
Datsun GO Plus T Option BSIV,2018,19000,Petrol,Individual,Manual,Second Owner,11,317321,270000
Hyundai EON D Lite Plus,2013,13500,Petrol,Individual,Manual,First Owner,9,317424,229999
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,92686,Diesel,Dealer,Manual,Second Owner,9,317598,310000
Maruti Alto 800 LXI,2016,68000,Petrol,Dealer,Manual,First Owner,13.53,317673,245000
Hyundai i10 Sportz,2011,50000,Petrol,Individual,Manual,First Owner,12.22,318013,250000
Maruti 800 Std,2013,70000,Petrol,Individual,Manual,First Owner,11,318036,170000
Maruti Ritz LXi,2011,78892,Petrol,Dealer,Manual,First Owner,14.66,318101,221000
Maruti Alto 800 LXI,2016,52000,Petrol,Individual,Manual,First Owner,13,318101,210000
Maruti Alto K10 VXI,2014,80000,Petrol,Individual,Manual,Second Owner,14,318192,200000
Tata Manza Aura Quadrajet BS IV,2012,35000,Diesel,Individual,Manual,Second Owner,14.14,318248,250999
Datsun GO A,2015,40000,Petrol,Individual,Manual,Second Owner,12.11,318325,250000
Hyundai i20 Asta 1.4 CRDi,2013,90000,Diesel,Individual,Manual,First Owner,11,318343,300000
Chevrolet Beat LT,2013,50000,Petrol,Individual,Manual,First Owner,13.22,318452,200000
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,70000,CNG,Individual,Manual,Second Owner,14,318572,160000
Mahindra Quanto C6,2013,110000,Diesel,Individual,Manual,First Owner,9.6,318661,220000
Hyundai i10 Magna,2012,49824,Petrol,Dealer,Manual,First Owner,12,318872,229999
Maruti Wagon R LXI BS IV,2010,70000,Petrol,Individual,Manual,First Owner,9,319258,222000
Mahindra Quanto C8,2012,140000,Diesel,Individual,Manual,Second Owner,15,319292,195000
Hyundai Verna 1.6 VTVT,2010,38000,Petrol,Dealer,Manual,First Owner,15,320170,190000
Fiat Punto 1.4 Emotion,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,12.28,320300,165000
Chevrolet Sail 1.2 Base,2014,100000,Petrol,Individual,Manual,Second Owner,14,320384,170000
Hyundai Santro Xing GLS Audio LPG,2012,100000,LPG,Individual,Manual,First Owner,11.18,320401,250000
Mahindra Quanto C4,2013,150000,Diesel,Individual,Manual,Fourth & Above Owner,9.22,321373,290000
Renault Duster 110PS Diesel RxZ,2013,90000,Diesel,Individual,Manual,Second Owner,11,321638,320000
Maruti Alto K10 2010-2014 VXI,2012,90000,Petrol,Individual,Manual,Second Owner,14.61,321648,200000
Hyundai i10 Magna,2012,49824,Petrol,Dealer,Manual,First Owner,15,321754,229999
Chevrolet Beat Diesel,2012,90000,Diesel,Individual,Manual,Second Owner,13.76,321809,160000
Maruti 800 AC,2012,120000,Petrol,Individual,Manual,First Owner,11.13,321966,180000
Tata Indica Vista TDI LS,2013,135000,Diesel,Dealer,Manual,Second Owner,9.86,322235,210000
Tata Indigo CS LX (TDI) BS-III,2015,68745,Diesel,Dealer,Manual,First Owner,11.1,322336,225000
Tata Zest Revotron 1.2T XMS,2015,120000,Petrol,Individual,Manual,Second Owner,15,322563,250000
Chevrolet Optra Magnum 2.0 LS BSIII,2012,120000,Diesel,Individual,Manual,First Owner,10.23,323016,180000
Tata Indigo Grand Dicor,2014,120000,Diesel,Individual,Manual,First Owner,15,323124,225000
Chevrolet Beat Diesel LT,2012,60000,Diesel,Individual,Manual,First Owner,15,324113,150000
Ford Figo Diesel ZXI,2014,100000,Diesel,Individual,Manual,Second Owner,10,324248,250000
Maruti Alto LX,2012,19077,Petrol,Individual,Manual,Second Owner,13.46,324252,155000
Maruti Swift Vdi BSIII,2010,100000,Diesel,Individual,Manual,Second Owner,9.84,324623,180000
Maruti Alto 800 VXI,2018,40000,Petrol,Individual,Manual,First Owner,13.07,324707,183000
Maruti Alto K10 LXI,2011,70000,Petrol,Individual,Manual,Second Owner,12,324901,220000
Hyundai i20 Sportz Petrol,2010,40000,Petrol,Individual,Manual,First Owner,12,325068,250000
Maruti Swift LXI,2011,70000,Petrol,Individual,Manual,First Owner,11.32,325090,175000
Tata Indica Vista Quadrajet VX,2011,28689,Diesel,Individual,Manual,First Owner,13,325145,200000
Ford Classic 1.6 Duratec LXI,2011,20000,Petrol,Dealer,Manual,First Owner,14,325420,265000
Maruti Wagon R VXI BS IV,2014,70000,Petrol,Individual,Manual,Third Owner,11.41,325805,210000
Maruti Alto K10 LXI,2014,66000,Petrol,Dealer,Manual,First Owner,10.02,326025,220000
Maruti SX4 Vxi BSIV,2010,70000,Petrol,Individual,Manual,First Owner,12.42,326775,250000
Mahindra Xylo E4,2010,130000,Diesel,Individual,Manual,First Owner,15,326785,160000
Maruti Wagon R LXI,2011,28481,Petrol,Dealer,Manual,First Owner,11,326864,260000
Tata Indigo CR4,2010,80000,Diesel,Individual,Manual,Second Owner,12,327133,150000
Volkswagen Polo 1.5 TDI Trendline,2011,63657,Diesel,Dealer,Manual,First Owner,15,327606,220000
Toyota Etios GD,2012,185000,Diesel,Individual,Manual,First Owner,10.87,327634,300000
Renault KWID RXL BSIV,2017,18500,Petrol,Dealer,Manual,First Owner,9.56,327709,325000
Maruti Alto LXi BSIII,2010,25000,Petrol,Individual,Manual,First Owner,12.29,327717,210000
Maruti Alto 800 LXI CNG,2013,64111,CNG,Dealer,Manual,First Owner,9,327768,245000
Mahindra Verito 1.5 D2 BSIV,2015,70000,Diesel,Individual,Manual,Second Owner,14.1,327966,227000
Maruti Alto LX,2011,25000,Petrol,Individual,Manual,First Owner,13,328068,145000
Chevrolet Sail 1.2 Base,2015,35000,Petrol,Individual,Manual,,,328139,260000
Honda City 1.5 V AT,2011,70000,Petrol,Individual,Automatic,Second Owner,11,328705,311000
Maruti Eeco 5 Seater AC BSIV,2017,30000,Petrol,Dealer,Manual,First Owner,13,328813,260000
Datsun RediGO AMT 1.0 S,2018,25000,Petrol,Individual,Automatic,First Owner,10,328897,300000
Chevrolet Beat Diesel LS,2012,55130,Diesel,Dealer,Manual,First Owner,11.4,329234,180000
Tata Indica Vista Aqua 1.4 TDI,2010,130000,Diesel,Individual,Manual,Second Owner,14.54,329395,150000
Maruti Alto K10 LXI,2010,64000,Petrol,Dealer,Manual,First Owner,14,329414,175000
